Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Item Code,Item,Spoiled Qty,Inventory Over/Short Qty,Sold Qty,Total Revenue,Sales Tax
5972,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,Snack (Crane Merchant),Route 05,Snack,251010,Kit Kat,0,0,3,$7.67,$0.00
1474,Klinic Community Health,4538,Klinic Community Health,,,NAT 168 D,Route 05,Snack,251010,Kit Kat,0,0,6,$32.22,$0.00
1649,Manitoba Building Trades,,Manitoba Building Trades,,,NAT 167D,Route 04,Snack,251010,Kit Kat,0,1,5,$10.17,$0.00
4842,Gerdau Manitoba,70309,MRM Office R1 - 52143,52143,,M-167,Route 12,Snack,251010,Kit Kat,0,0,0,$0.00,$0.00
3040,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St James Centennial Pool,51096,SNACKS,NAT 158,Route 04,Snack,251010,Kit Kat,0,0,2,$5.20,$0.00
4643,TEAMS Transport - 51223,51223,TEAMS Transport - 51223,51223,,Snack (Crane),Route 13,Snack,251010,Kit Kat,0,0,0,$0.00,$0.00
3305,Thorwin Properties,50585,Antares Luxury Suites,,,Snack (AP),Route 07,Snack,251010,Kit Kat,0,3,5,$5.77,$0.00
3636,Pimicikamak Place Ltd.,50622,Greenville Place Inc.,,,NAT 168,Route 03,Snack,251010,Kit Kat,0,0,5,$8.93,$0.00
5587,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Snack (USI),Route 04,Snack,251010,Kit Kat,0,0,5,$13.72,$0.00
4704,IPCO,51180,IPCO,,Snack,NAT 168 D,Route 13,Unknown,251010,Kit Kat,0,1,0,$0.00,$0.00
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,251010,Kit Kat,0,0,1,$2.56,$0.00
3347,LOGYX Management Solutions Inc,50303,Red River Pointe (Avenue Living),,,AP 123A VE Door,Route 07,Snack,251010,Kit Kat,0,-2,5,$15.36,$0.00
6204,Fedex,4470,Fedex,4470,,Snack,Route 04,,251010,Kit Kat,0,0,4,$8.92,$0.96
6209,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Large Snack,Route 13,Snack Rack,251010,Kit Kat,0,0,1,$2.23,$0.24
4489,Gerdau Manitoba,70309,MRM Recycling,,,NAT 168 D,Route 12,Snack,251010,Kit Kat,0,0,5,$5.32,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,251010,Kit Kat,0,0,4,$9.59,$0.00
4723,Cassidy Manufacturing,50458,Cassidy Manufacturing,,,NAT 168D,Route 04,Snack,251010,Kit Kat,0,0,7,$14.20,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,251010,Kit Kat,0,0,4,$9.03,$0.00
305,Via Rail Union Station,5193,Via Rail Union Station,,,NAT 167,Route 03,Snack,251010,Kit Kat,0,0,3,$6.04,$0.00
6219,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Snack 1,Route 05,Snack Rack,251010,Kit Kat,0,0,2,$3.78,$0.40
6229,Parian Logistics,,Parian Warehouse Lunchroom,,,Snack Rack,Route 05,Snack Rack,251010,Kit Kat,0,0,2,$4.46,$0.48
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,251007,Smarties,0,0,7,$15.91,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,251007,Smarties,0,0,0,$0.00,$0.00
332,Arden Appartments - 52085,52085,Arden Appartments - 52085,52085,Snack,Snack (inOne),Route 13,Snack,251007,Smarties,0,4,4,$9.60,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,251007,Smarties,0,0,0,$0.00,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,251007,Smarties,0,0,0,$0.00,$0.00
929,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Snack,Snack (Crane),Route 07,Snack,251007,Smarties,0,-1,4,$10.25,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,251007,Smarties,0,0,0,$0.00,$0.00
4443,Selkirk GMC,70305,Selkirk GM - 50814,50814,Snack,NAT 168,Route 12,Snack,251007,Smarties,0,0,0,$0.00,$0.00
5173,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Peanut Free,Snack Crane 187D,Route 05,Snack,251007,Smarties,0,0,1,$4.23,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,251007,Smarties,0,0,0,$0.00,$0.00
6011,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack 1,Route 06 - Taxation,,251007,Smarties,0,0,1,$2.23,$0.24
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,251004,Coffee Crisp,0,0,7,$15.78,$0.00
671,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,Snack,980,Route 04,Snack,251004,Coffee Crisp,0,-5,1,$2.86,$0.00
931,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Snack,Snack (Crane Merchant),Route 04,Snack,251004,Coffee Crisp,0,0,3,$8.77,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,251004,Coffee Crisp,0,0,2,$2.34,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,251004,Coffee Crisp,0,0,1,$3.60,$0.00
1056,MTS Iceplex - 50566,50566,MTS Iceplex (Entrance) - 50566,50566,OLD DUTCH ONLY,NAT 981,Route 04,Snack,251004,Coffee Crisp,0,0,9,$19.19,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
3161,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Training) - 50241,50241,,Snack NAT 168,Route 07,Snack,251004,Coffee Crisp,0,0,5,$11.86,$0.00
332,Arden Appartments - 52085,52085,Arden Appartments - 52085,52085,Snack,Snack (inOne),Route 13,Snack,251004,Coffee Crisp,0,0,1,$1.31,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,251004,Coffee Crisp,0,0,1,$2.54,$0.00
4797,Red River College,70290,RRC Stevenson Campus - 51154,51154,Snack,NAT 168 D,Route 04,Snack,251004,Coffee Crisp,0,-1,19,$43.18,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,251004,Coffee Crisp,0,0,2,$4.36,$0.00
1335,Madison Lodge (Siloam Mission) - 52109,52109,Madison Lodge (Siloam Mission) - 52109,52109,Snack,Snack (Crane),Route 03,Snack,251004,Coffee Crisp,0,0,7,$17.45,$0.00
1413,Winnipeg Regional Health Authority,68007,WRHA - Winnipeg Laundry,3329,Refreshtron,NAT 497,Route 03,Snack,251004,Coffee Crisp,0,0,3,$7.60,$0.00
929,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Snack,Snack (Crane),Route 07,Snack,251004,Coffee Crisp,0,-10,1,$1.32,$0.00
3249,Middlechurch Home of Winnipeg Inc. - 51151,51151,Middlechurch Home of Winnipeg Inc - 51151,3258,Snack,NAT 167M,Route 12,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
4443,Selkirk GMC,70305,Selkirk GM - 50814,50814,Snack,NAT 168,Route 12,Snack,251004,Coffee Crisp,0,0,3,$7.55,$0.00
4995,Euro Craft - 50066,50066,Euro Craft - 50066,50066,Refreshtron,A.P. LCM4,Route 13,Snack,251004,Coffee Crisp,0,0,3,$1.90,$0.00
5173,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Peanut Free,Snack Crane 187D,Route 05,Snack,251004,Coffee Crisp,0,0,3,$7.36,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
5681,Grace Hospital - 70390,70390,Grace Hospital Lobby - 51048,51048,Snack,Snack (Crane),Route 04,Snack,251004,Coffee Crisp,0,-5,2,$4.69,$0.00
5631,Gerdau Manitoba,70309,MRM Rolling Line X9 - 52149,52149,Snack,Snack (Crane),Route 12,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
5059,Standard Aero,70076,Standard Aero Plant 6,50023,,Micro Snack Unit,Route 04,,251004,Coffee Crisp,0,0,1,$2.23,$0.24
5412,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Snack 2,Route 04,,251004,Coffee Crisp,0,0,1,$2.23,$0.24
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,251004,Coffee Crisp,0,0,0,$0.00,$0.00
5548,CP Network Services - 51269,51269,CP Network Services - 51269,51269,,Snack Rack,Route 03,,251004,Coffee Crisp,0,0,2,$4.46,$0.48
5599,RCMP - 51277,51277,RCMP Head Quarters,51277,,Snack 2,Route 20,,251004,Coffee Crisp,0,0,1,$2.23,$0.24
5166,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Snack 1,Route 21,,251004,Coffee Crisp,0,0,1,$2.23,$0.24
5503,Simplot Canada,50562,Simplot MicroMarket,50562,NO NUTS!!!,Snacks,Route 12,,251004,Coffee Crisp,0,0,1,$2.23,$0.24
5560,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Snack Section,Route 12,,251004,Coffee Crisp,0,0,1,$2.13,$0.14
6011,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack 1,Route 06 - Taxation,,251004,Coffee Crisp,0,0,2,$4.46,$0.48
40,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,NAT 981,Route 07,Snack,251004,Coffee Crisp,0,0,1,$3.26,$0.00
3671,Villa Cabrini Senior Citizens Residence,51084,Villa Cabrini Senior Citizens Residence,,,NAT 168 D,Route 03,Snack,251004,Coffee Crisp,0,0,1,$1.74,$0.00
6064,Transolutions Truck Centres Ltd,,Transolutions Head Office,2373,,Snack 1,Route 03,Snack Rack,251004,Coffee Crisp,0,0,2,$4.46,$0.48
1474,Klinic Community Health,4538,Klinic Community Health,,,NAT 168 D,Route 05,Snack,251004,Coffee Crisp,0,0,3,$16.10,$0.00
1649,Manitoba Building Trades,,Manitoba Building Trades,,,NAT 167D,Route 04,Snack,251004,Coffee Crisp,0,0,2,$3.59,$0.00
4842,Gerdau Manitoba,70309,MRM Office R1 - 52143,52143,,M-167,Route 12,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
4643,TEAMS Transport - 51223,51223,TEAMS Transport - 51223,51223,,Snack (Crane),Route 13,Snack,251004,Coffee Crisp,0,2,2,$5.92,$0.00
6046,Standard Aero,70076,Standard Aero Plant 2,4405,,Snack Section,Route 04,Other,251004,Coffee Crisp,0,0,1,$2.23,$0.24
5587,Adaria Vending Services,50628,Activate Games - Winnipeg West,,,Snack (USI),Route 04,Snack,251004,Coffee Crisp,0,0,3,$8.77,$0.00
4704,IPCO,51180,IPCO,,Snack,NAT 168 D,Route 13,Unknown,251004,Coffee Crisp,0,3,2,$4.15,$0.00
765,Canadian Blood Services,50302,Canadian Blood Services,,,NAT 167D,Route 07,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
6188,Costco 153 - Winnipeg East,52094,Costco 153 - Winnipeg East,52094,,Snack 2,Route 13,Snack Rack,251004,Coffee Crisp,0,0,1,$1.89,$0.20
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,251004,Coffee Crisp,0,0,0,$0.00,$0.00
4723,Cassidy Manufacturing,50458,Cassidy Manufacturing,,,NAT 168D,Route 04,Snack,251004,Coffee Crisp,0,0,5,$10.48,$0.00
6221,Lifetouch,,Lifetouch Inkster,,,Snack 1,Route 03,Snack Rack,251004,Coffee Crisp,0,0,1,$2.23,$0.24
6229,Parian Logistics,,Parian Warehouse Lunchroom,,,Snack Rack,Route 05,Snack Rack,251004,Coffee Crisp,0,0,3,$6.69,$0.72
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,251001,Aero,0,0,1,$1.24,$0.00
671,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,Snack,980,Route 04,Snack,251001,Aero,0,0,0,$0.00,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,251001,Aero,0,0,1,$4.06,$0.00
332,Arden Appartments - 52085,52085,Arden Appartments - 52085,52085,Snack,Snack (inOne),Route 13,Snack,251001,Aero,0,1,1,$1.30,$0.00
4797,Red River College,70290,RRC Stevenson Campus - 51154,51154,Snack,NAT 168 D,Route 04,Snack,251001,Aero,0,-1,5,$11.49,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,251001,Aero,0,0,2,$4.36,$0.00
1335,Madison Lodge (Siloam Mission) - 52109,52109,Madison Lodge (Siloam Mission) - 52109,52109,Snack,Snack (Crane),Route 03,Snack,251001,Aero,0,0,6,$17.46,$0.00
1413,Winnipeg Regional Health Authority,68007,WRHA - Winnipeg Laundry,3329,Refreshtron,NAT 497,Route 03,Snack,251001,Aero,0,2,7,$14.21,$0.00
929,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Snack,Snack (Crane),Route 07,Snack,251001,Aero,0,-3,2,$5.13,$0.00
4443,Selkirk GMC,70305,Selkirk GM - 50814,50814,Snack,NAT 168,Route 12,Snack,251001,Aero,0,0,2,$4.28,$0.00
5173,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Peanut Free,Snack Crane 187D,Route 05,Snack,251001,Aero,0,0,3,$7.37,$0.00
5271,Virology Lab Social Committee - 70121,70121,JC Wilt Lab - 50237,50237,Refreshtron,Seaga VC630S,Route 07,Snack/Bev,251001,Aero,0,0,2,$3.81,$0.00
5059,Standard Aero,70076,Standard Aero Plant 6,50023,,Micro Snack Unit,Route 04,,251001,Aero,0,0,2,$4.46,$0.48
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,251001,Aero,0,0,0,$0.00,$0.00
5503,Simplot Canada,50562,Simplot MicroMarket,50562,NO NUTS!!!,Snacks,Route 12,,251001,Aero,0,0,1,$2.23,$0.24
5560,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Snack Section,Route 12,,251001,Aero,0,0,1,$2.13,$0.14
6011,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack 1,Route 06 - Taxation,,251001,Aero,0,0,1,$2.23,$0.24
3671,Villa Cabrini Senior Citizens Residence,51084,Villa Cabrini Senior Citizens Residence,,,NAT 168 D,Route 03,Snack,251001,Aero,0,0,2,$3.46,$0.00
610,Storm Catering,70144,Misericordia Hospital Cafeteria,,,NAT 180D,Route 05,Snack,251001,Aero,0,0,2,$3.69,$0.00
273,Maple Leaf Consumer Foods,70554,Maple Leaf Paquin Warehouse,,,USI 3538,Route 13,Snack,251001,Aero,0,0,7,$16.30,$0.00
5972,Storm Catering,70144,Misericordia Hospital Cornish Entrance,,,Snack (Crane Merchant),Route 05,Snack,251001,Aero,0,0,2,$7.53,$0.00
1474,Klinic Community Health,4538,Klinic Community Health,,,NAT 168 D,Route 05,Snack,251001,Aero,0,0,7,$37.59,$0.00
4643,TEAMS Transport - 51223,51223,TEAMS Transport - 51223,51223,,Snack (Crane),Route 13,Snack,251001,Aero,0,0,3,$6.61,$0.00
3305,Thorwin Properties,50585,Antares Luxury Suites,,,Snack (AP),Route 07,Snack,251001,Aero,0,0,4,$3.12,$0.00
3347,LOGYX Management Solutions Inc,50303,Red River Pointe (Avenue Living),,,AP 123A VE Door,Route 07,Snack,251001,Aero,0,0,0,$0.00,$0.00
6209,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Large Snack,Route 13,Snack Rack,251001,Aero,0,0,2,$4.46,$0.48
4489,Gerdau Manitoba,70309,MRM Recycling,,,NAT 168 D,Route 12,Snack,251001,Aero,0,0,0,$0.00,$0.00
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,251001,Aero,0,0,5,$13.87,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,251001,Aero,0,0,1,$3.50,$0.00
3694,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Drink Cooler,Route 20,Beverage Cooler,211076,Red Bull Sugar Free 250ml,0,0,0,$0.00,$0.00
5593,RCMP - 51277,51277,RCMP Head Quarters,51277,,Pepsi Cooler,Route 20,,211076,Red Bull Sugar Free 250ml,0,0,1,$3.37,$0.36
6002,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Coke Cooler,Route 06 - Taxation,,211076,Red Bull Sugar Free 250ml,0,0,3,$10.11,$1.08
5926,Johnston Group,52033,Johnston Group,4990,,Drink Cooler,Route 03,,211076,Red Bull Sugar Free 250ml,0,0,0,$0.00,$0.00
6183,Costco 549 - Winnipeg South,50439,Costco 549 - Winnipeg South,,,Beverage Cooler,Route 05,Beverage Cooler,211076,Red Bull Sugar Free 250ml,0,0,1,$3.60,$0.39
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,211074,Seaweed Kirkland Signature 10 s,0,0,1,$3.12,$0.33
931,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Snack,Snack (Crane Merchant),Route 04,Snack,211070,FL Rold Gold Pretzels,0,0,1,$0.65,$0.00
4833,Food Systems Managment,70126,John Taylor Collegiate - 59519,59519,,Snack - NAT 168,Route 04,Snack,211070,FL Rold Gold Pretzels,0,0,3,$6.55,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,211070,FL Rold Gold Pretzels,0,0,1,$1.98,$0.00
4797,Red River College,70290,RRC Stevenson Campus - 51154,51154,Snack,NAT 168 D,Route 04,Snack,211070,FL Rold Gold Pretzels,0,0,4,$8.42,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,211070,FL Rold Gold Pretzels,0,0,5,$8.60,$0.00
4995,Euro Craft - 50066,50066,Euro Craft - 50066,50066,Refreshtron,A.P. LCM4,Route 13,Snack,211070,FL Rold Gold Pretzels,0,0,1,$0.07,$0.00
20,Fairmont Hotel,50636,Fairmont Hotel,4465,Snack,NAT 167D,Route 07,Snack,211070,FL Rold Gold Pretzels,0,0,1,$3.06,$0.00
5132,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Snack,Route 04,,211070,FL Rold Gold Pretzels,0,0,1,$1.78,$0.19
5165,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,Snack 2,Route 21,,211070,FL Rold Gold Pretzels,0,0,1,$1.78,$0.19
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,211070,FL Rold Gold Pretzels,0,0,2,$3.56,$0.38
1344,Main Street Project,,MSP - Mainstay (75 Martha),4738,,NAT 158,Route 07,Snack,211070,FL Rold Gold Pretzels,0,0,0,$0.00,$0.00
317,Food Systems Managment,70126,Oak Park High School - 50505,50505,Peanut Free,NAT 181D,Route 04,Snack,211070,FL Rold Gold Pretzels,0,0,3,$7.07,$0.00
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,211059,FL Sun Chips French Onion,0,0,6,$13.02,$0.00
671,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,Snack,980,Route 04,Snack,211059,FL Sun Chips French Onion,0,0,1,$0.36,$0.00
931,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Snack,Snack (Crane Merchant),Route 04,Snack,211059,FL Sun Chips French Onion,0,0,6,$13.40,$0.00
1387,Food Systems Managment,70126,Riverview Health Center,50604,Snack,NAT 981,Route 05,Snack,211059,FL Sun Chips French Onion,0,0,5,$4.68,$0.00
4833,Food Systems Managment,70126,John Taylor Collegiate - 59519,59519,,Snack - NAT 168,Route 04,Snack,211059,FL Sun Chips French Onion,0,0,2,$5.87,$0.00
4778,Corydon Community Centre,70093,River Heights Arena,50301,Snack,NAT 981,Route 05,Snack,211059,FL Sun Chips French Onion,0,0,2,$5.00,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,211059,FL Sun Chips French Onion,0,0,1,$1.98,$0.00
3473,YM-YWCA (St. James) - 70108,70108,YMCA St James - 50305,50305,Peanut Free,186D,Route 04,Snack,211059,FL Sun Chips French Onion,0,0,9,$16.87,$0.00
683,Emergent Biosolutions,50018,Emergent Biosolutions Micromarket,50018,,Snack Section,Route 05,,211059,FL Sun Chips French Onion,0,0,1,$1.78,$0.19
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,211059,FL Sun Chips French Onion,0,0,3,$5.34,$0.57
317,Food Systems Managment,70126,Oak Park High School - 50505,50505,Peanut Free,NAT 181D,Route 04,Snack,211059,FL Sun Chips French Onion,0,0,8,$18.05,$0.00
6210,Amstead Canada Inc.,70115,Amstead Canada Inc.,51177,,Small Snack,Route 13,Snack Rack,211059,FL Sun Chips French Onion,0,0,1,$1.67,$0.18
306,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,St. James Civic Centre,50818,snack,NAT 181D,Route 04,Snack,211059,FL Sun Chips French Onion,0,0,0,$0.00,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,211059,FL Sun Chips French Onion,0,0,0,$0.00,$0.00
6229,Parian Logistics,,Parian Warehouse Lunchroom,,,Snack Rack,Route 05,Snack Rack,211059,FL Sun Chips French Onion,0,0,2,$3.34,$0.36
1474,Klinic Community Health,4538,Klinic Community Health,,,NAT 168 D,Route 05,Snack,211054,FL Sun Chips Harvest Cheddar,1,0,2,$8.09,$0.00
4489,Gerdau Manitoba,70309,MRM Recycling,,,NAT 168 D,Route 12,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,8,$8.96,$0.00
4745,Black Cat Wear Parts,50355,Black Cat Foundry,50355,,NAT 167D,Route 12,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,1,$3.39,$0.00
305,Via Rail Union Station,5193,Via Rail Union Station,,,NAT 167,Route 03,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,0,$0.00,$0.00
6221,Lifetouch,,Lifetouch Inkster,,,Snack 1,Route 03,Snack Rack,211054,FL Sun Chips Harvest Cheddar,0,0,1,$1.78,$0.19
671,Grace Hospital - 70390,70390,Grace Hospital Cafeteria - 51046,51046,Snack,980,Route 04,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,1,$2.77,$0.00
4135,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,BONIVITAL POOL - 51090,51090,Snack,Nat 949D chiller,Route 13,GF Food,211054,FL Sun Chips Harvest Cheddar,0,0,4,$5.80,$0.00
321,Sherbrook Inn,70110,Sherbrook Inn,4480,Snack,NAT 167,Route 05,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,0,$0.00,$0.00
3473,YM-YWCA (St. James) - 70108,70108,YMCA St James - 50305,50305,Peanut Free,186D,Route 04,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,0,$0.00,$0.00
522,Winnipeg Winter Club - 70417,70417,Winter Club (Cafeteria) - 50319,50319,Snack,NAT 157,Route 03,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,1,$0.86,$0.00
929,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,North End Centennial Pool,51099,Snack,Snack (Crane),Route 07,Snack,211054,FL Sun Chips Harvest Cheddar,0,-5,1,$0.92,$0.00
4443,Selkirk GMC,70305,Selkirk GM - 50814,50814,Snack,NAT 168,Route 12,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,6,$11.49,$0.00
5173,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Pan Am Pool - 51092,51092,Peanut Free,Snack Crane 187D,Route 05,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,7,$13.00,$0.00
5059,Standard Aero,70076,Standard Aero Plant 6,50023,,Micro Snack Unit,Route 04,,211054,FL Sun Chips Harvest Cheddar,0,0,1,$1.78,$0.19
5132,Standard Aero,70076,Standard Aero Plant 4,51231,,Micro Snack,Route 04,,211054,FL Sun Chips Harvest Cheddar,0,0,1,$1.78,$0.19
1078,Manitoba Blue Cross,50475,Manitoba Blue Cross,4307,,Snacks,Route 20,,211054,FL Sun Chips Harvest Cheddar,0,0,0,$0.00,$0.00
5560,McCain Foods (Canada) Ltd - 70414,70414,McCain Foods,51274,,Snack Section,Route 12,,211054,FL Sun Chips Harvest Cheddar,0,0,1,$1.70,$0.11
6009,Canada Revenue Agency,70040,CRA Winnipeg MicroMarket,52153,,Snack SmartPick,Route 06 - Taxation,,211054,FL Sun Chips Harvest Cheddar,0,0,2,$3.56,$0.38
40,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Cafeteria),50222,,NAT 981,Route 07,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,2,$3.50,$0.00
3671,Villa Cabrini Senior Citizens Residence,51084,Villa Cabrini Senior Citizens Residence,,,NAT 168 D,Route 03,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,3,$6.26,$0.00
5886,Arnold Brothers,50070,Arnold Brothers (Service) - 50071,50071,,Refreshtron National 797D,Route 13,Snack/Bev,211054,FL Sun Chips Harvest Cheddar,0,0,3,$4.56,$0.00
1344,Main Street Project,,MSP - Mainstay (75 Martha),4738,,NAT 158,Route 07,Snack,211054,FL Sun Chips Harvest Cheddar,0,0,0,$0.00,$0.00
6000,St. Amant-50540,,St. Amant Micromarket,,,Snack 2,Route 05,Snack Rack,211054,FL Sun Chips Harvest Cheddar,0,0,2,$3.56,$0.38
4503,Deer Lodge Centre,70203,Deer Lodge Centre,50613,Snack,Snack (Crane Merchant),Route 04,Snack,211053,FL Sun Chips Garden salsa,0,1,3,$5.35,$0.00
931,Grace Hospital - 70390,70390,Grace Hospital Emergency - 51047,51047,Snack,Snack (Crane Merchant),Route 04,Snack,211053,FL Sun Chips Garden salsa,0,0,1,$3.81,$0.00
4833,Food Systems Managment,70126,John Taylor Collegiate - 59519,59519,,Snack - NAT 168,Route 04,Snack,211053,FL Sun Chips Garden salsa,0,0,4,$9.47,$0.00
4797,Red River College,70290,RRC Stevenson Campus - 51154,51154,Snack,NAT 168 D,Route 04,Snack,211053,FL Sun Chips Garden salsa,0,0,8,$14.42,$0.00
