Asset ID,Customer,Customer Code,Location,Location Code,Place,Asset Type,Route,Asset Class,Address,Address 2,City,State,Zip,Phone,Asset Family,Asset Make,Asset Model,Asset Serial Number,Branch,Commission Plan,Contact Name,Dynamic Schedule,Schedule Type,Email,Interval Schedule,Inventory Interval,Line of Business,Payment Terms,Static Schedule,Subroute,Tax Jurisdiction,Telemetry Device ID,Telemetry Supplier,Is Deployed
4645,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5591,Returned To Pepsi,Unknown,,,,,,,Vending Machine,Unknown,Unknown,82290204,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Fri,,Tax Exempt,,,No
4645,1-Service,1,9998-Sold/Destroyed,,,DN 5591,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,82290204,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Fri,,GST + PST,,,No
4645,1-Service,1,9999-Inventory,,,DN 5591,OCS - Dennis,GF Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,82290204,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Fri,9 Priority 3,GST + PST,,,No
4648,Canadian Tire (Garden City) - 70437,70437,Canadian Tire Leila - 50678,50678,50678-CDN TIRE STAFF LEILA REFRESHTRON,A.P. LCM4,Route 03,Snack,2305 McPhillips,,Winnipeg,MB,,,Vending Machine,VE,Unknown,L4 00008951,Quality Vending and Coffee Service,10% of Sales Quarterly,Jim Jackson,Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,North,GST + PST,C011218030045,Coinco,Yes
4653,1-Service,1,9998-Sold/Destroyed,,,Bev (Vendo),Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Vending Machine,Vendo,V 511,449860,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Thu,,GST + PST,,,No
4653,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Bev (Vendo),Returned To Coke,Bev,,,,,,,Vending Machine,Vendo,V 511,449860,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,0,Vending,Net 30,1: ; 2: Thu,,Tax Exempt,,,No
4659,Symington Diesel Club - 70447,70447,CN Diesel Trip Pit - 51128,51128,DIESEL TRIP PIT BOTTLE PEPSI,V 576,Quality Vending and Coffee Service warehouse,Bev,821 Lagimodiere Blvd,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,984672,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST (No GST on Commissions),,,No
4659,1-Service,1,9998-Sold/Destroyed,,,V 576,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,984672,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4659,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 576,Returned To Pepsi,Unknown,,,,,,,Vending Machine,Unknown,Unknown,984672,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4661,1-Service,1,9998-Sold/Destroyed,,COIN CHANGER,SC5 RHINO,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,82174,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Fri,,GST + PST,,,No
4661,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,SC5 RHINO,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,82174,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Fri,,Tax Exempt,,,No
4665,Peterbilt Manitoba - 59525,59525,Peterbilt Manitoba - 59525,59525,Front Lunchroom,NAT 167M,Route 04,Snack,1895 Brookside Blvd,,Winnipeg,MB,R2R 2Y3,,Vending Machine,Crane,15x/16x,167-037278,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg NW,GST + PST,C015116521184,Coinco,Yes
4666,Winnipeg Regional Health Authority,68007,WRHA Air Canada 3rd floor - 50813,50813,No Peanuts!,Snack (Crane Merchant),Route 03,Snack,355 Portage Ave,,Winnipeg,MB,,,Vending Machine,Crane,Merchant,980-011630,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 21,Dynamic,,,0,Vending,Net 30,,Downtown,GST + PST,C014617030304,Coinco,Yes
4667,1-Service,1,9998-Sold/Destroyed,,COURTYARD CAFE BOTTLE PEPSI,DN 5591,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,82200047 AB,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue Fri,,GST + PST,,,No
4667,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5591,Returned To Pepsi,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,82200047 AB,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue Fri,,Tax Exempt,,,No
4669,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 576,Returned To Coke,Unknown,,,,,,,Vending Machine,Unknown,Unknown,956552,Quality Vending and Coffee Service,7% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4669,Ventrex - 70341,70341,MICHAELS (BISHOP GRANDIN) - 50560,50560,BOTTLE COKE 500ML,V 576,Quality Vending and Coffee Service warehouse,Unknown,1949 Bishop Grandin,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,956552,Quality Vending and Coffee Service,7% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4671,OAKVIEW PLACE - 70079,70079,50294-OAKVIEW PLACE,,CANS - COKE,V 511,Quality Vending and Coffee Service warehouse,Bev,2395 Ness Ave,,Winnipeg,MB,R3J 1A5,,Vending Machine,Unknown,Unknown,438171,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4671,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 511,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,438171,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4671,1-Service,1,9998-Sold/Destroyed,,,V 511,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,438171,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4679,1-Service,1,1-Service Prep,1,BOTTLE PEPSI,V 40,Quality Vending and Coffee Service warehouse,GF Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,1237899,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,4,Vending,Net 30,1: Tue,,GST + PST,,,No
4679,1-Service,1,9998-Sold/Destroyed,,,V 40,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,1237899,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Tue,,GST + PST,,,No
4679,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 40,Returned To Pepsi,Unknown,,,,,,,Vending Machine,Unknown,Unknown,1237899,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Tue,,Tax Exempt,,,No
4680,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5591,Returned To Pepsi,Unknown,,,,,,,Vending Machine,Unknown,Unknown,82290208,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
4680,1-Service,1,9998-Sold/Destroyed,,,DN 5591,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,82290208,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,GST + PST,,,No
4680,1-Service,1,9999-Inventory,,PEPSI,DN 5591,Route 04,GF Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,82290208,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg West,GST + PST,,,No
4682,St John Ambulance,70312,St John Ambulance,50900,SNACKS,NAT 168 V,Route 05,Unknown,1 St John Ambulance Way,,Winnipeg,MB,R3G 3H5,,Vending Machine,Unknown,Unknown,25986,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,,,,4,Vending,Net 30,,Winnipeg South,GST + PST,,,No
4682,Red River College,70290,RRC PGI 504 Second  Floor - 51171,51171,Second Floor,NAT 168 V,Route 07,Snack,504 Main St,,winnipeg,MB,,,Vending Machine,Crane,15x/16x,25986,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg Central,GST + PST,C013017030094,Coinco,Yes
4686,Standard Aero,70076,Standard Aero Plant 1 - 50914,50914,Snack,USI 3538,Route 04,Unknown,33 Allendyne Road,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,126197911145,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg St James,GST + PST,,,No
4686,Dana Hospitality LP,70287,Monarch Industries (Cafeteria) - 50138,50138,,USI 3538,Route 13,Snack,51 Burmac Road,,Winnipeg,MB,R2J 4J3,,Vending Machine,USI,Mercato,126197911145,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg SE,GST + PST,C010917522560,Coinco,Yes
4688,Westeel - 68009,68009,Westeel Shipping - 50551,50551,SHIPPING CANS - PEPSI,V 511,Route 13,Bev,450 Rue Desautels,,Winnipeg,MB,R2H 3E6,,Vending Machine,Unknown,Unknown,638719,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 42,Dynamic,,,4,Vending,Net 30,,Winnipeg St Boniface,GST + PST,,,No
4688,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 511,Returned To Pepsi,Unknown,,,,,,,Vending Machine,Unknown,Unknown,638719,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 42,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4689,Bison Transport,70302,Bison Transport Main,50877,BOTTLE COKE,DN 5000,Route 03,Unknown,1001 Sherwin Road,,Winnipeg,MB,R3H 0T8,,Vending Machine,Unknown,Unknown,82300167AB,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Cold Food,GST + PST,,,No
4689,1-Service,1,9998-Sold/Destroyed,,,DN 5000,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,82300167AB,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,GST + PST,,,No
4689,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5000,Returned To Coke,Unknown,,,,,,,Vending Machine,Unknown,Unknown,82300167AB,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,4,Vending,Net 30,,,Tax Exempt,,,No
469,1-Service,1,9998-Sold/Destroyed,,,A.P. 500,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,FM 7916,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue; 2:,,GST + PST,,,No
469,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,A.P. 500,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,FM 7916,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue; 2:,,Tax Exempt,,,No
469,1-Service,1,9999-Inventory,,,A.P. 500,OCS - Dennis,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,FM 7916,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Tue; 2:,9 Priority 3,GST + PST,,,No
4691,Dunn-Rite Food Products - 70145,70145,Dunn-Rite Food Products - 50478,50478,Snack,NAT 168,Quality Vending and Coffee Service warehouse,Unknown,199 Hamelin Street,,Winnipeg,MB,R3T 0P2,,Vending Machine,Unknown,Unknown,168-23903,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $100.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4691,Mackow Industries,50046,Mackow Industries,,,NAT 168,Route 03,Snack,1395 Whyte Ave,,Winnipeg,MB,R3E 1V7,,Vending Machine,Crane,15x/16x,168-23903,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $100.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,St James,GST + PST,C014518050092,Coinco,Yes
4692,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DNCB,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,0170-8137AN,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Fri,,Tax Exempt,,,No
4692,1-Service,1,9998-Sold/Destroyed,,BOTTLE PEPSI,DNCB,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,0170-8137AN,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,4,Vending,Net 30,1: Fri,,GST + PST,,,No
4694,1-Service,1,1-Service Prep,1,CANS - COKE,V 576,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,974783,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,,Vending,Net 30,1: Wed; 2:,,GST + PST,,,No
4694,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 576,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,974783,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Wed; 2:,,Tax Exempt,,,No
4698,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 485,Sold or Destroyed,Unknown,,,,,,,Vending Machine,Unknown,Unknown,485-10716,Quality Vending and Coffee Service,No Commission,Jim Jackson,Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4698,Metal Tech Industries - 50479,50479,METAL TECH INDUSTRIES - 50479,50479,REFRESHTRON,NAT 485,Route 13,GF Bev,16 DeBates,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,485-10716,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,Micromarkets,GST + PST,,,No
4698,Westeel - 68009,68009,Westeel Office - 50314,50314,Refreshtron,NAT 485,Route 13,GF Bev,450 Rue Desautels,,Winnipeg,MB,R2H 3E6,,Vending Machine,Unknown,Unknown,485-10716,Quality Vending and Coffee Service,No Commission,Jim Jackson,Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg St Boniface,GST + PST,,,No
47,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,RVRVV-500-40,Returned To Coke,Unknown,,,,,,,Vending Machine,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
47,1-Service,1,9998-Sold/Destroyed,,BOTTLE COKE,RVRVV-500-40,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Vending Machine,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4703,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Transcona Centennial Pool,51091,BULK VENDOR,Bulk,Route 13,Unknown,1101 Wabasha ave,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,4 HEAD,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,,,,,4,Vending,Net 30,,Winnipeg NE,GST + PST,,,Yes
4704,Comfort Inn Sargent - 50250,50250,Comfort Inn Sargent - 50250,50250,Snack,NAT 168 D,Route 04,Unknown,1770 Sargent Ave,,Winnipeg,MB,R3H 0C8,(204) 783-5627,Vending Machine,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,10% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg St James,GST + PST,,,No
4704,Quintex Services Ltd,50171,Quintex Services Ltd,50171,,NAT 168 D,Route 05,Unknown,332 Nasau,,Winnipeg,MB,R3L 0R8,,Vending Machine,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg Central,GST + PST,,,No
4704,IPCO,51180,IPCO,,Snack,NAT 168 D,Route 13,Unknown,945 Marion Street,,Winnipeg,MB,R2J 0K7,204-233-3461,Vending Machine,Unknown,Unknown,168-043335,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg St Boniface,GST + PST,C014718050028,Coinco,Yes
4706,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,NAT 146,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,10653,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,176490,Cantaloupe,No
4706,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,Winnipeg Transit (Main Street) - 50441,50441,SNACKS,NAT 146,Route 07,Unknown,1520 Main Street,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,10653,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,Winnipeg Central,GST + PST,,,No
4707,1-Service,1,1-Service Prep,1,Can Coke,V 511,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,dave@qualityvending.ca,,,Vending,Net 30,1: Thu; 2:,,GST + PST,,,No
4707,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 511,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: Thu; 2:,,Tax Exempt,,,No
4714,1-Service,1,9998-Sold/Destroyed,,CANS - COKE,V 312,Quality Vending and Coffee Service warehouse,Unknown,,,,MB,,,Non-Revenue Equipment,Unknown,Unknown,628466,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: ; 3: Tue; 4:,,GST + PST,,,No
4714,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,V 312,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,628466,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Static,,,,Vending,Net 30,1: ; 2: ; 3: Tue; 4:,,Tax Exempt,,,No
4719,Victoria Hospital Finance - 70112,70112,Victoria Hospital 5th - 50736,50736,5TH BOTTLE PEPSI TEMPORARY ON 2ND FLOOR,Pepsi HVV 621,Quality Vending and Coffee Service warehouse,Bev,2340 Pembina,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,141387,Quality Vending and Coffee Service,25% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4719,Dynamic Machine Corporation - 70032,70032,Dynamic Machine Corporation - 50053,50053,,Pepsi HVV 621,Route 13,Bev,1407 Dugald Road,,Winnipeg,MB,R2J 0H3,,Vending Machine,Vendo,621/721/821,141387,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg NE,GST + PST,C014617030214,Coinco,Yes
472,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,DN 5800-4,Sold or Destroyed,Bev,,,,,,,Non-Revenue Equipment,DN,Unknown,89080023,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,Tax Exempt,,,No
472,1-Service,1,1-Service Prep,1,,DN 5800-4,Quality Vending and Coffee Service warehouse,Bev,91 Plymouth Street,,Winnipeg,MB,,,Vending Machine,DN,Unknown,89080023,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,dave@qualityvending.ca,,4,Vending,Net 30,,,GST + PST,,,No
472,1-Service,1,9998-Sold/Destroyed,,,DN 5800-4,Quality Vending and Coffee Service warehouse,Bev,,,,MB,,,Non-Revenue Equipment,DN,Unknown,89080023,Quality Vending and Coffee Service,No Commission,Jim Jackson,,,,,,Vending,Net 30,,,GST + PST,,,No
472,Federated Co-Operatives Ltd. - 70202,70202,Federated Co-Operatives Ltd Lunchroom - 50619,50619,BOTTLE PEPSI,DN 5800-4,Quality Vending and Coffee Service warehouse,Bev,1615 King Edward St,,Winnipeg,MB,R3H 0R7,,Vending Machine,DN,Unknown,89080023,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 2; Days Without Visit: 35,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4722,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,SEVEN OAKS POOL - 51097,51097,BULK VENDOR,BEAVER,Quality Vending and Coffee Service warehouse,Unknown,444 Adsum Dr,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,Commission Account,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,,GST + PST,,,No
4722,1-Service,1,1-Service Prep,1,,BEAVER,Quality Vending and Coffee Service warehouse,Unknown,91 Plymouth Street,,Winnipeg,MB,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,dave@qualityvending.ca,Days: 21; Flexibility: 3,,Vending,Net 30,,,GST + PST,,,No
4722,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,BEAVER,Sold or Destroyed,Unknown,,,,,,,Non-Revenue Equipment,Unknown,Unknown,,Quality Vending and Coffee Service,No Commission,Jim Jackson,,Interval,,Days: 21; Flexibility: 3,,Vending,Net 30,,,Tax Exempt,,,No
4723,Red River College,70290,RRC Building B Mezzanine - 51167,51167,,NAT 168D,Route 04,Unknown,2055 Notre Dame Ave,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,168-031618,Quality Vending and Coffee Service,20% of Sales,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Red River College,GST + PST,,,No
4723,Cassidy Manufacturing,50458,Cassidy Manufacturing,,,NAT 168D,Route 04,Snack,50 Bergan Cutoff Road,,Rosser,MB,R3C 2E6,,Vending Machine,Crane,15x/16x,168-031618,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $200.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,karen@cassidymanufacturing.com,,4,Vending,Net 30,,Winnipeg NW,GST + PST,C014117030051,Coinco,Yes
4724,Unassigned (in Quality Vending and Coffee Service warehouse),,Unassigned (in Quality Vending and Coffee Service warehouse),,,Nat 949D chiller,Quality Vending and Coffee Service warehouse,Unknown,,,,,,,Vending Machine,Unknown,Unknown,949 010024,Quality Vending and Coffee Service,No Commission,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,,Tax Exempt,,,No
4724,City Of Winnipeg (Parks & Recreation Dept.) - 70442,70442,SEVEN OAKS POOL - 51097,51097,Seven Oaks Pool Snack,Nat 949D chiller,Quality Vending and Coffee Service warehouse,Unknown,444 Adsum Dr,,Winnipeg,MB,,,Vending Machine,Unknown,Unknown,949 010024,Quality Vending and Coffee Service,Commission Account,Jim Jackson,Maximum Sales: $130.00; Depleted Products: 4; Days Without Visit: 21,Dynamic,,,4,Vending,Net 30,,,GST + PST,,,No
4724,The Rink - 51020,51020,The Rink - 51020,,,Nat 949D chiller,Route 05,Unknown,57 S Landing Dr,,Oak Bluff,MB,R4G 0C4,,Vending Machine,Unknown,Unknown,949 010024,Quality Vending and Coffee Service,15% of Sales,Jim Jackson,Maximum Sales: $150.00; Depleted Products: 4; Days Without Visit: 28,Dynamic,,,4,Vending,Net 30,,Winnipeg South,GST + PST,,,No
