Branch,Route,Location,Place,Telemetry Device ID,Asset ID,Asset Type,Asset Class,Selection,Group,Item,Item Code,Current Level,Par,Depletion Limit,Capacity,Price,Desired Price,Has Price Mismatch,Avg Weekly Vends,Days Since Last Sale,Has Pending Planogram Change,Column Number,Quantity
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,3,,CC Diet Coke 355ml Can,101002,19,18,3,48,$1.25,$1.50,Yes,0.1106,68.5,No,3,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,4,,CC Sprite 355ml Can,101004,16,18,3,48,$1.25,$1.50,Yes,0.1813,21.66,No,4,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,5,,CC Barqs Root Beer 355ml Can,101014,7,18,3,48,$1.25,$1.50,Yes,0.5467,5.78,No,5,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,6,,CC Dasani 591ml Bottle,109105,16,24,2,24,$2.00,$2.25,Yes,0.6132,10.58,No,6,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,7,,CC Nestea Cool Iced Tea 355ml Can,101021,15,18,3,48,$1.25,$1.50,Yes,0.3507,9.59,No,7,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,8,,CC Canada Dry Ginger Ale 355ml Can,101012,6,18,3,48,$1.25,$1.50,Yes,0.3535,28.77,No,8,0
Quality Vending and Coffee Service,Route 12,RCMP (Portage la Prairie) - 51244,Cans - Coke,181818,5485,Bev (Vendo Univendor),Bev,9,,CC Minute Maid Apple Juice 341ml Can,104007,0,18,3,48,$1.50,$1.75,Yes,,409.86,No,9,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,1,A,CC Dasani 591ml Bottle,109105,9,48,6,76,$1.75,$2.50,Yes,0.0868,36.63,No,1,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,2,A,CC Dasani 591ml Bottle,109105,0,0,,0,$1.25,$2.50,Yes,,,No,2,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,3,A,CC Dasani 591ml Bottle,109105,0,0,,0,$1.50,$2.50,Yes,,"1,477.02",No,3,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,4,,CC Minute Maid Apple Juice 341ml Can,104007,6,8,2,24,$1.25,$1.75,Yes,,"1,162.55",No,4,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,5,,CC Nestea Cool Iced Tea 500ml Bottle,107155,0,8,2,24,$1.75,$2.50,Yes,,97.61,No,5,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,6,,CC Coke Zero 500ml Bottle,107151,0,16,4,24,$1.75,$2.50,Yes,,113.81,No,6,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,7,,CC Coke Classic 355ml Can,101001,19,36,6,48,$1.00,$1.50,Yes,1.7332,2.83,No,7,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,8,,CC Diet Coke 355ml Can,101002,20,36,3,48,$1.00,$1.50,Yes,0.413,6.65,No,8,0
Quality Vending and Coffee Service,Route 12,City Hall (Portage) - 51234,Cans - Coke,176544,5482,Bev (Vendo VMAX),Bev,9,,CC Sprite 355ml Can,101004,4,18,3,48,$1.00,$1.50,Yes,0.4704,0.65,No,9,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0A,,QV - Vending Fresh Brew Coffee,880214,0,0,0,1,$1.00,$1.00,No,0.9002,4.86,No,1,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0B,,QV - Vending Freeze Dried Coffee,880247,0,0,0,1,$1.00,$1.00,No,0.2968,63.16,No,2,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0D,,QV - Vending Esspresso,880215,0,0,0,1,$1.00,$1.00,No,0.3535,48.49,No,4,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0E,,QV - Vending Fresh Brew Coffee,880214,0,0,0,1,$1.00,$1.00,No,0.1267,55.49,No,5,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0G,,QV - Vending Hot Chocolate,880219,0,0,0,1,$1.00,$1.00,No,0.9198,8.53,No,7,0
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0H,,QV - Vending French Vanilla Cappuccino,880221,-1,0,0,1,$1.00,$1.00,No,2.5403,0.19,No,8,1
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0Y,,QV - Vending French Vanilla Cappuccino,880221,-1,0,0,1,$1.00,$1.00,No,1.2334,0.19,No,25,1
Quality Vending and Coffee Service,Route 04,Purolator,,C012317520130,900,Coffee GPL 670D,Coffee,0Z,,QV - Vending Hot Chocolate,880219,0,0,0,1,$1.00,$1.00,No,1.9803,1.2,No,26,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,1,,CC Coke Classic 355ml Can,101001,29,48,6,144,$1.25,$1.50,Yes,4.5731,0.9,No,1,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,3,,CC Diet Coke 355ml Can,101002,12,24,3,48,$1.25,$1.50,Yes,2.2267,2.77,No,3,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,4,,CC Coke Zero 355ml Can,101022,12,12,3,48,$1.25,$1.50,Yes,1.0535,42.88,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,5,,CC Nestea Cool Iced Tea 355ml Can,101021,-1,12,3,96,$1.25,$1.50,Yes,2.3331,2.77,No,5,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,7,,CC Barqs Root Beer 355ml Can,101014,7,12,3,48,$1.25,$1.50,Yes,0.4291,15.12,No,7,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,8,,CC C Plus Orange 355ml Can,101006,0,12,3,48,$1.25,$1.50,Yes,,"1,155.6",No,8,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Cans - Coke,219784,5441,Bev (Vendo VMAX),Bev,9,,CC Canada Dry Ginger Ale 355ml Can,101012,12,12,3,48,$1.25,$1.50,Yes,0.6664,35.97,No,9,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,1,,CC Coke Classic 355ml Can,101001,35,48,12,144,$1.25,$1.50,Yes,1.5946,14.74,No,1,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,2,,CC Coke Zero 355ml Can,101022,6,12,6,96,$1.25,$1.50,Yes,0.336,6.82,No,2,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,3,,CC Diet Coke 355ml Can,101002,8,12,6,48,$1.25,$1.50,Yes,0.2002,8.66,No,3,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,4,,CC Sprite 355ml Can,101004,7,12,6,48,$1.25,$1.50,Yes,0.1001,51.74,No,4,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,5,,CC Nestea Cool Iced Tea 355ml Can,101021,15,18,6,48,$1.25,$1.50,Yes,0.2058,55.74,No,5,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,6,,CC Minute Maid Orange Juice 341ml Can,104005,7,12,6,48,$1.25,$1.75,Yes,0.8281,2.77,No,6,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,7,,CC Barqs Root Beer 355ml Can,101014,9,12,6,48,$1.25,$1.50,Yes,0.4382,13.45,No,7,0
Quality Vending and Coffee Service,Route 12,Red River College (Portage La Prairie) - 51257,Coke,176408,5447,Bev (Royal GIII),Bev,8,,CC Dasani 591ml Bottle,109105,27,24,6,48,$2.00,$2.25,Yes,0.3864,22.84,No,8,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,A0,,FL Big Grab Doritos Zesty Cheese Tortilla Chips,206018,9,9,2,9,$2.25,$2.25,No,1.9803,12.87,No,0,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,A2,,FL Big Grab Doritos Nacho Cheese Tortilla Chips,206017,7,9,2,9,$2.25,$2.25,No,1.9733,2.52,No,2,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,A4,,FL Big Grab Lays BBQ Chips,206016,3,6,2,9,$2.25,$2.25,No,1.1466,5.86,No,4,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,A6,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,0,9,2,9,$2.25,$2.25,No,3.8269,0.86,No,6,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,B2,,OD Big Bag Arriba Zesty Tortilla Chips,154014,4,9,2,9,$2.25,$2.25,No,2.7202,1.87,No,2,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,B4,,FL Big Grab Hickory Sticks,152039,5,9,2,9,$2.25,$2.25,No,2.24,2.2,No,4,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,B6,,OD Big Bag BBQ Corn Chips,154008,2,9,2,9,$2.25,$2.25,No,1.687,0.86,No,6,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,C0,,FL Sun Chips Harvest Cheddar,211054,3,4,2,9,$1.75,$1.75,No,0.1897,2.85,No,0,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,C2,,FL Sun Chips French Onion,211059,5,6,2,9,$1.75,$1.75,No,1.4798,9.86,No,2,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,C4,,CB Smokin BBQ,8530341,1,4,2,9,$1.75,$1.75,No,0.6531,8.19,No,4,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,C6,,CB Sea Salt and Cracked Pepper,853040,1,4,2,9,$1.75,$1.75,No,1.7003,0.86,No,6,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D0,,Snickers,254006,2,4,2,17,$2.25,$2.25,No,1.0136,0.53,No,0,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D1,,M+M Peanuts,254005,7,10,2,17,$2.25,$2.25,No,2.1266,2.85,No,1,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D2,,OH Henry,252001,2,6,2,17,$2.25,$2.25,No,1.0535,1.87,No,2,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D3,,Aero,251001,1,4,2,17,$2.25,$2.25,No,0.7364,2.2,No,3,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D4,,Halls Honey Lemon,362004,4,4,2,20,$2.25,$2.25,No,0.147,44.49,No,4,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D5,,CLIF Bar White Chocolate Macadamia,573149,2,4,2,15,$2.50,$2.50,No,0.7931,6.86,No,5,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D6,,Coffee Crisp,251004,4,4,2,15,$2.25,$2.25,No,0.3066,12.87,No,6,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,D7,,Excel Multipac 27 s,455001,6,6,2,20,$2.00,$2.00,No,0.8666,9.86,No,7,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,E0,,FL Sun Chips French Onion,211059,4,4,2,11,$1.75,$1.75,No,0.987,19.87,No,0,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,E2,,OD Hawkins Cheezies,156002,0,4,2,11,$2.00,$2.00,No,0.8932,0.2,No,2,1
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,E4,,Huer Sour Neon Worms,507201,3,7,2,11,$2.50,$2.50,No,1.687,0.2,No,4,1
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Snack,C012017522033,582,NAT 168 D,Snack,E6,,Huer Cola Bottles,880337,7,9,2,11,$2.50,$2.50,No,0.6398,5.86,No,6,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,1,,PC Dr Pepper 591ml Bottle,107117,53,56,12,56,$2.50,$2.50,No,2.4598,5.53,No,1,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,2,,PC Pepsi Cola 355ml Can,102001,32,48,6,48,$1.50,$1.50,No,6.0333,0.86,No,2,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,3,,PC Diet Pepsi 355ml Can,102002,39,48,6,48,$1.50,$1.50,No,2.3401,0.53,No,3,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,4,,PC Lipton Brisk 355ml Can,103001,41,48,6,48,$1.50,$1.50,No,1.8536,6.86,No,4,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,5,,PC Gatorade Zero Berry 591ml Bottle,880095,22,28,6,28,$3.00,$3.00,No,0.5481,2.53,No,5,0
Quality Vending and Coffee Service,Route 04,Standard Aero Plant 3,Pepsi,C012617030008,5425,Bev (Vendo),Bev,6,,PC Aquafina 591ml Bottle,109104,28,32,12,56,$2.50,$2.50,No,0.2345,10.19,No,6,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,A0,,OMG Milk Chocolaty Almond,853032,3,7,2,9,$4.50,$4.50,No,2.0531,4.19,No,0,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,A2,,OD Big Bag BBQ Corn Chips,154008,7,9,2,9,$2.25,$2.25,No,1.2733,2.19,No,2,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,A4,,OD Hawkins Cheezies,156002,0,11,2,11,$2.00,$2.00,No,3.3068,4.52,No,4,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,A6,,FL Big Grab Hickory Sticks,152039,0,9,2,9,$2.25,$2.25,No,1.253,12.19,No,6,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,B0,,FL Big Grab Lays Classic Chips,206014,1,9,2,9,$2.25,$2.25,No,2.2799,0.53,No,0,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,B2,,OD Big Bag Salt & Vinegar Chips,154025,4,9,2,9,$2.25,$2.00,Yes,2.4535,4.19,No,2,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,B4,,FL Big Grab Doritos Nacho Cheese Tortilla Chips,206017,2,9,2,9,$2.25,$2.25,No,2.6999,2.19,No,4,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,B6,,FL Big Grab Ruffles All Dressed chips,206019,0,9,2,9,$2.25,$2.25,No,2.8,21.2,No,6,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,C0,,OD Big Bag Ketchup Chips,154028,7,9,2,9,$2.25,$2.25,No,1.3069,0.53,No,0,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,C2,,OD Big Bag Jalapeno & Cheddar Chips,15410,2,9,2,9,$2.25,$2.25,No,1.533,0.53,No,2,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,C4,,OD Big Bag Sour Cream & Onion,154027,0,9,2,9,$2.25,$2.25,No,1.7598,13.19,No,4,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,C6,,FL Big Grab Doritos Sweet Chili Heat Tort Chips,206023,4,9,2,9,$2.25,$2.25,No,2.6334,4.19,No,6,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D0,,Snickers,254006,7,12,2,17,$2.25,$2.25,No,1.6331,0.53,No,0,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D1,,OH Henry,252001,7,15,2,17,$2.25,$2.25,No,3.7135,4.52,No,1,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D2,,Kit Kat,251010,0,15,2,17,$2.25,$2.25,No,2.6866,11.87,No,2,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D3,,Smarties,251007,0,10,2,17,$2.25,$2.25,No,1.5064,4.52,No,3,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D4,,FL Munchies Honey Roast Peanuts,153110,4,5,2,20,$2.00,$2.00,No,0.833,21.2,No,4,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D5,,Halls Cherry,362002,7,10,2,20,$2.00,$2.00,No,1.2733,7.19,No,5,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D6,,Aero,251001,3,15,2,15,$2.25,$2.25,No,3.2935,0.19,No,6,1
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,D7,,Mars,254001,4,10,2,15,$2.25,$2.25,No,2.5935,0.53,No,7,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,E0,,Huer Sour Neon Worms,507201,0,15,2,17,$2.75,$2.75,No,2.3933,12.19,No,0,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,E2,,Huer Sour Brats,880465,4,12,2,17,$2.75,$2.75,No,2.5032,3.2,No,2,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,E4,,Huer Gummy Sour Suckers,880336,0,9,2,9,$2.75,$2.75,No,3.2403,4.19,No,4,0
Quality Vending and Coffee Service,Route 12,Super 8 Hotel (Portage) - 51238,Snack,C012617030298,5467,Snack (Crane 15x/16x),Snack,E6,,Big Daddy Chocolate Chunk Cookies,880326,0,9,2,9,$2.50,$2.50,No,1.0199,11.19,No,6,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,1,,PC Pepsi Cola 355ml Can,102001,14,32,9,48,$1.50,$1.50,No,6.72,0.17,No,1,2
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,2,,PC Pepsi Cola 355ml Can,102001,32,32,9,48,$1.50,$1.50,No,,,No,2,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,3,,PC Diet Pepsi 355ml Can,102002,13,16,9,48,$1.50,$1.50,No,0.8197,4.77,No,3,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,4,,PC 7 Up 355ml Can,102003,9,16,9,48,$1.50,$1.50,No,1.0066,0.68,No,4,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,5,,PC Mountain Dew 355ml Can,102010,45,48,9,48,$1.50,$1.50,No,1.4203,6.3,No,5,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,6,,PC Dr Pepper 355ml Can,102008,30,48,9,48,$1.50,$1.50,No,4.8867,1.71,No,6,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,7,,PC Lipton Brisk 355ml Can,103001,39,48,9,48,$1.50,$1.50,No,2.4066,3.75,No,7,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,8,,PC Mug Root Beer 355ml Can,102009,39,36,9,48,$1.50,$1.50,No,1.1669,12.94,No,8,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,9,,PC Orange Crush 355ml Can,102005,35,36,9,48,$1.50,$1.50,No,2.1469,21.28,No,9,0
Quality Vending and Coffee Service,Route 13,Canadian Tire Regent Staff - 51176,CANS - PEPSI,176481,5283,Bev (Vendo Univendor),Bev,10,,CC Coke Zero 355ml Can,101022,7,12,9,48,$1.50,$1.50,No,0.3402,16.68,No,10,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,A0,,OD Original Chips,152001,1,4,2,9,$1.50,$1.75,Yes,0.7266,1.86,No,0,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,A2,,OD Popcorn Twists,153105,0,4,2,9,$1.50,$1.75,Yes,0.4669,8.98,No,2,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,A4,,FL Popcorners Sea Salt,880526,2,4,2,9,$1.50,$1.75,Yes,0.3402,14.74,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,A6,,CB Smokin BBQ,8530341,0,4,2,9,$1.50,$1.75,Yes,0.3465,48.74,No,6,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,B0,,OD Hawkins Cheezies,156002,3,4,2,9,$1.75,$2.00,Yes,0.5131,0.67,No,0,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,B4,,FL Sun Chips Garden salsa,211053,4,4,2,9,$1.50,$1.75,Yes,0.3066,47.9,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,B6,,FL Sun Chips Harvest Cheddar,211054,2,4,2,9,$1.50,$1.75,Yes,0.4998,7.79,No,6,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,C0,,FL Innovation Chips Regular,157003,0,4,2,9,$1.50,$1.75,Yes,0.5733,9.83,No,0,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,C2,,CB Sea Salt and Cracked Pepper,853040,0,4,2,9,$1.50,$1.75,Yes,0.7469,2.88,No,2,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,C4,,OD Big Bag Crunchy s Nacho Cheese,154009,3,4,2,9,$2.00,$2.50,Yes,0.4599,13.73,No,4,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,C6,,FL Baked Ruffles Cheddar & Sour Cream Chips,206001,1,4,2,9,$1.50,$1.75,Yes,0.6335,1.52,No,6,0
Quality Vending and Coffee Service,Route 12,Stevenson Aviation/Campus PLP - 51261,Snacks,176404,5442,Snack (Crane 15x/16x),Snack,D0,,OH Henry,252001,4,5,2,17,$2.00,$2.50,Yes,0.3997,7.96,No,0,0
